filepath,filename,Teff_K,g_mps2,logg_cgs
C:\Users\Alex\Desktop\Picaso\NN_project\sample_out\t1663.6703731812245g1152.7145082424565.npy,t1663.6703731812245g1152.7145082424565.npy,1663.6703731812245,1152.7145082424565,5.061721759291578
C:\Users\Alex\Desktop\Picaso\NN_project\sample_out\t1694.1959447291918g2549.564891024087.npy,t1694.1959447291918g2549.564891024087.npy,1694.1959447291918,2549.564891024087,5.406466070021886
C:\Users\Alex\Desktop\Picaso\NN_project\sample_out\t1736.980697611616g2970.846899101895.npy,t1736.980697611616g2970.846899101895.npy,1736.980697611616,2970.846899101895,5.472880271262271
C:\Users\Alex\Desktop\Picaso\NN_project\sample_out\t1832.7666821043329g2605.6657829633177.npy,t1832.7666821043329g2605.6657829633177.npy,1832.7666821043329,2605.6657829633177,5.415918709947874
C:\Users\Alex\Desktop\Picaso\NN_project\sample_out\t1906.260215483914g1955.0568304143171.npy,t1906.260215483914g1955.0568304143171.npy,1906.260215483914,1955.0568304143171,5.291159386170054
C:\Users\Alex\Desktop\Picaso\NN_project\sample_out\t1966.049628124814g2398.303051380338.npy,t1966.049628124814g2398.303051380338.npy,1966.049628124814,2398.303051380338,5.37990406000823
C:\Users\Alex\Desktop\Picaso\NN_project\sample_out\t2021.370820639211g418.4822988572139.npy,t2021.370820639211g418.4822988572139.npy,2021.370820639211,418.4822988572139,4.6216770927445285
C:\Users\Alex\Desktop\Picaso\NN_project\sample_out\t2063.209454669749g508.6234422929629.npy,t2063.209454669749g508.6234422929629.npy,2063.209454669749,508.6234422929629,4.70639637279576
C:\Users\Alex\Desktop\Picaso\NN_project\sample_out\t2120.5243470583346g2821.629337804033.npy,t2120.5243470583346g2821.629337804033.npy,2120.5243470583346,2821.629337804033,5.4504999622463925
C:\Users\Alex\Desktop\Picaso\NN_project\sample_out\t2184.0527624305814g2088.1753124326465.npy,t2184.0527624305814g2088.1753124326465.npy,2184.0527624305814,2088.1753124326465,5.319766956986342
C:\Users\Alex\Desktop\Picaso\NN_project\sample_out\t2250.194603298136g1816.3043452975992.npy,t2250.194603298136g1816.3043452975992.npy,2250.194603298136,1816.3043452975992,5.259188621943252
C:\Users\Alex\Desktop\Picaso\NN_project\sample_out\t2290.650120945801g1622.3751430473023.npy,t2290.650120945801g1622.3751430473023.npy,2290.650120945801,1622.3751430473023,5.210151283733067
C:\Users\Alex\Desktop\Picaso\NN_project\sample_out\t2354.818536625352g453.90131933109524.npy,t2354.818536625352g453.90131933109524.npy,2354.818536625352,453.90131933109524,4.656961445085615
C:\Users\Alex\Desktop\Picaso\NN_project\sample_out\t2378.3230322900204g1827.2718328273027.npy,t2378.3230322900204g1827.2718328273027.npy,2378.3230322900204,1827.2718328273027,5.26180315967615
C:\Users\Alex\Desktop\Picaso\NN_project\sample_out\t2388.875567976265g1209.762237746822.npy,t2388.875567976265g1209.762237746822.npy,2388.875567976265,1209.762237746822,5.0827000240512
